,customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,max,min,median,mean,routine_flg,calc_date,membership_period
1745,PL314896,XXX,C03,M,2017-06-01,2018-06-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,4.0,3.0,0,2018-06-30,12
1746,PL093468,XXXXX,C01,M,2017-06-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,2,3.0,3.0,0,2018-06-30,12
1747,HI020083,XXXXX,C01,M,2017-06-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-06-30,12
1748,PL403622,XXXXX,C02,F,2017-06-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,1,1,1.0,1.0,0,2018-04-30,10
1749,HI992479,XXXXX,C02,F,2017-06-01,2018-06-30 00:00:00,CA1,1,1_주간,7500,2_일반,5,2,2.0,3.0,0,2018-06-30,12
1750,PL248170,XXXXX,C01,M,2017-06-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-06-30,12
1751,OA536894,XXXXX,C02,F,2017-06-01,2018-06-30 00:00:00,CA1,1,1_주간,7500,2_일반,5,3,4.0,4.0,0,2018-06-30,12
1752,AS305860,XXXX,C01,M,2017-06-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,5,2,3.0,3.3333333333333335,0,2018-06-30,12
1753,HD492524,XXXXX,C01,M,2017-06-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,1,1.0,1.3333333333333333,0,2018-06-30,12
1754,GD862018,XXXX,C02,F,2017-06-01,2018-06-30 00:00:00,CA1,1,1_주간,7500,2_일반,3,1,2.0,2.0,0,2018-06-30,12
1772,PL315222,XXX,C01,M,2017-06-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,5,1,2.0,2.6666666666666665,0,2018-06-30,12
1782,PL043513,XXX,C01,F,2017-06-01,2019-02-28 00:00:00,CA1,1,0_종일,10500,2_일반,6,2,4.0,3.727272727272727,1,2019-02-28,20
1786,PL000073,XXXXX,C01,M,2017-06-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,5,5,5.0,5.0,1,2018-04-30,10
1790,TS633741,XXXX,C02,F,2017-06-01,2019-02-28 00:00:00,CA1,1,1_주간,7500,2_일반,8,2,4.0,4.181818181818182,1,2019-02-28,20
1793,TS741548,XXXXXX,C01,M,2017-07-01,2018-05-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,3,3.0,3.0,0,2018-05-31,10
1794,HI720757,XXXXX,C01,M,2017-07-01,2018-09-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,1,3.0,2.6666666666666665,1,2018-09-30,14
1796,HI658527,XXXX,C01,M,2017-07-01,2018-09-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,1,2.0,2.0,0,2018-09-30,14
1799,OA032662,XXXXX,C02,F,2017-07-01,2018-05-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,3,3,3.0,3.0,0,2018-05-31,10
1800,IK938063,XX,C03,F,2017-07-01,2018-05-31 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,3,1,2.0,2.0,0,2018-05-31,10
1801,OA440090,XXXXX,C02,F,2017-07-01,2018-05-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,7,2,4.5,4.5,1,2018-05-31,10
1802,IK185443,XXX,C01,F,2017-07-01,2018-05-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,2,2,2.0,2.0,0,2018-05-31,10
1804,HD262708,XXXXXX,C03,F,2017-07-01,2018-05-31 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,4,2,3.0,3.0,0,2018-05-31,10
1806,GD297149,XXXX,C02,F,2017-07-01,2018-05-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,4,2,3.0,3.0,0,2018-05-31,10
1826,OA140991,XXXXX,C01,F,2017-07-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,4,4.0,4.0,0,2018-04-30,9
1827,AS263080,XXXXX,C03,M,2017-07-01,2018-04-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,4,4,4.0,4.0,0,2018-04-30,9
1828,TS803752,XXXXX,C02,F,2017-07-01,2018-04-30 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,2,2,2.0,2.0,0,2018-04-30,9
1831,AS373785,XXXXX,C01,M,2017-07-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,1,1,1.0,1.0,0,2018-04-30,9
1832,GD045563,XXXX,C03,F,2017-07-01,2019-02-28 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,7,1,5.0,4.363636363636363,1,2019-02-28,19
1833,PL524403,XXXXXX,C01,M,2017-07-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,1,2.0,2.0,0,2018-06-30,11
1834,HI576763,XXXX,C01,M,2017-07-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,1,3.0,2.3333333333333335,0,2018-06-30,11
1835,AS824458,XXXXX,C03,M,2017-07-01,2018-06-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,5,2,3.0,3.3333333333333335,1,2018-06-30,11
1836,OA655348,XXXX,C01,M,2017-07-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,5,4,4.0,4.333333333333333,1,2018-06-30,11
1837,HI713218,XXXX,C02,F,2017-07-01,2018-06-30 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,5,3,4.0,4.0,0,2018-06-30,11
1838,AS776002,XX,C01,M,2017-07-01,2019-01-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,6,2,2.5,3.3,1,2019-01-31,18
1839,TS685717,XXXX,C01,M,2017-07-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,2,4.0,3.3333333333333335,1,2018-06-30,11
1840,HD530464,XXX,C03,M,2017-07-01,2018-06-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,3,1,2.0,2.0,0,2018-06-30,11
1842,GD849803,XXXX,C01,F,2017-07-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,2,2.0,2.3333333333333335,0,2018-06-30,11
1845,HD550869,XXXXX,C02,F,2017-07-01,2019-02-28 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,7,1,4.0,3.8181818181818183,1,2019-02-28,19
1848,AS723178,XX,C01,M,2017-07-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,1,2.0,2.3333333333333335,0,2018-06-30,11
1850,IK613660,XXXXX,C02,M,2017-07-01,2018-07-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,4,2,3.0,3.0,0,2018-07-31,12
1851,TS841911,XXXXXX,C03,M,2017-07-01,2019-02-28 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,6,1,4.0,3.727272727272727,1,2019-02-28,19
1853,OA175410,XXX,C03,F,2017-07-01,2018-06-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,5,2,4.0,3.6666666666666665,0,2018-06-30,11
1855,HI655649,XXXXX,C01,M,2017-07-01,2019-02-28 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,7,2,4.0,4.2727272727272725,1,2019-02-28,19
1856,OA798459,XXXX,C01,M,2017-07-01,2019-02-28 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,7,1,4.0,4.0,1,2019-02-28,19
1857,HI554088,XX,C03,M,2017-07-01,2018-06-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,4,1,1.0,2.0,0,2018-06-30,11
1858,IK555274,XXXX,C03,M,2017-07-01,2019-02-28 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,6,1,5.0,4.0,1,2019-02-28,19
1859,HD819739,XX,C01,M,2017-07-01,2019-02-28 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,6,2,3.0,3.6363636363636362,1,2019-02-28,19
1860,HD218670,XXXXX,C01,F,2017-07-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,2,2.5,2.75,0,2018-07-31,12
1861,IK683711,XXXX,C01,M,2017-07-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,5,1,3.0,3.0,1,2018-07-31,12
1863,HD823097,XXX,C03,M,2017-07-01,2018-04-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,2,2,2.0,2.0,0,2018-04-30,9
1864,AS147168,XXXXXX,C02,M,2017-07-01,2018-04-30 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,1,1,1.0,1.0,0,2018-04-30,9
1865,IK368409,XXXX,C02,F,2017-07-01,2018-04-30 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,2,2,2.0,2.0,0,2018-04-30,9
1866,HI069246,XXXXX,C01,F,2017-07-01,2018-05-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,3,3.0,3.0,0,2018-05-31,10
1868,HI665074,XXX,C01,F,2017-07-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,3,3.0,3.0,0,2018-04-30,9
1871,HD807397,XXXXX,C02,F,2017-07-01,2018-04-30 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,3,3,3.0,3.0,0,2018-04-30,9
1872,AS430089,XXXXX,C01,M,2017-07-01,2019-03-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,6,1,3.0,3.25,1,2019-03-31,20
1875,TS973306,XX,C01,M,2017-07-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,1,3.0,2.75,1,2018-07-31,12
1878,IK772152,XXXXX,C01,F,2017-07-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,3,3.0,3.0,0,2018-04-30,9
1879,PL050511,XXXXXX,C01,F,2017-07-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,2,3.0,3.0,1,2018-07-31,12
1880,PL036627,XXXXX,C02,F,2017-07-01,2018-07-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,5,3,4.5,4.25,0,2018-07-31,12
1881,PL304252,XXXX,C01,M,2017-07-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,5,1,2.0,2.5,0,2018-07-31,12
1882,AS435092,XXXX,C01,M,2017-07-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,1,2.5,2.25,0,2018-07-31,12
1883,HD250394,XXX,C01,F,2017-07-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,1,2.5,2.5,0,2018-07-31,12
1884,IK985783,XXXXX,C01,M,2017-07-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,3,3.0,3.0,0,2018-04-30,9
1886,GD768855,XXXXX,C02,F,2017-07-01,2018-07-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,4,2,2.5,2.75,0,2018-07-31,12
1888,AS310564,XXXXX,C02,F,2017-07-01,2018-04-30 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,1,1,1.0,1.0,0,2018-04-30,9
1889,HI737185,XXXX,C01,M,2017-07-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,4,4.0,4.0,0,2018-04-30,9
1891,TS205765,XX,C01,F,2017-07-01,2019-03-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,6,1,5.0,4.083333333333333,1,2019-03-31,20
1898,HD435871,XXXXX,C01,M,2017-08-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,3,3.0,3.0,0,2018-04-30,8
1899,GD223514,XXXXX,C01,M,2017-08-01,2019-02-28 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,8,2,4.0,4.454545454545454,1,2019-02-28,18
1911,OA025614,XX,C03,M,2017-08-01,2018-04-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,2,2,2.0,2.0,0,2018-04-30,8
1912,GD086589,XXXX,C03,M,2017-08-01,2018-04-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,2,2,2.0,2.0,0,2018-04-30,8
1913,AS177253,XX,C02,F,2017-08-01,2018-04-30 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,4,4,4.0,4.0,0,2018-04-30,8
1916,TS087420,XXX,C01,M,2017-08-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,3,3.0,3.0,0,2018-04-30,8
1917,HI166285,XXXXX,C03,M,2017-08-01,2018-04-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,2,2,2.0,2.0,0,2018-04-30,8
1918,AS460810,XXX,C02,F,2017-08-01,2018-04-30 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,5,5,5.0,5.0,0,2018-04-30,8
1919,AS009013,XXXXX,C03,M,2017-08-01,2018-04-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,2,2,2.0,2.0,0,2018-04-30,8
1920,IK722730,XX,C01,M,2017-08-01,2018-04-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,2,2,2.0,2.0,0,2018-04-30,8
1921,PL889531,XXXX,C01,F,2017-08-01,2019-02-28 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,5,1,3.0,3.090909090909091,1,2019-02-28,18
1922,PL893427,XXXXX,C01,M,2017-08-01,2019-02-28 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,8,2,4.0,4.181818181818182,1,2019-02-28,18
1926,HI928274,XXXXXX,C02,F,2017-08-01,2018-05-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,3,2,2.5,2.5,0,2018-05-31,9
1934,HD101700,XXXX,C02,F,2017-08-01,2018-08-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,5,3,3.0,3.6,1,2018-08-31,12
1935,AS676181,XXXX,C02,M,2017-08-01,2018-08-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,5,2,4.0,3.8,0,2018-08-31,12
1937,OA798178,XXXXX,C01,F,2017-08-01,2018-08-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,1,1.0,1.8,0,2018-08-31,12
1938,AS586641,XXX,C01,M,2017-08-01,2018-08-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,3,4.0,3.6,1,2018-08-31,12
1940,GD754725,XXXXX,C01,F,2017-08-01,2018-08-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,1,2.0,1.8,0,2018-08-31,12
1941,IK694377,XXXX,C01,M,2017-08-01,2018-08-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,2,4.0,3.2,0,2018-08-31,12
1942,AS978283,XXXXX,C01,M,2017-08-01,2018-08-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,2,3.0,2.8,0,2018-08-31,12
1947,OA945296,XXX,C01,F,2017-08-01,2018-08-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,1,3.0,2.8,1,2018-08-31,12
1961,OA882717,XXXX,C02,F,2017-08-01,2018-07-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,3,1,1.5,1.75,0,2018-07-31,11
1962,AS259792,XXXXX,C01,M,2017-08-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,5,1,4.0,3.5,0,2018-07-31,11
1963,GD370248,XXX,C01,M,2017-08-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,6,1,2.5,3.0,1,2018-07-31,11
1964,AS594062,XX,C01,M,2017-08-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,8,1,3.0,3.75,0,2018-07-31,11
1965,OA785110,XXXXX,C03,M,2017-08-01,2018-07-31 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,3,1,2.0,2.0,0,2018-07-31,11
1966,IK107909,XXXXX,C01,M,2017-08-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,1,2.5,2.5,0,2018-07-31,11
1967,IK662672,XXXX,C01,M,2017-08-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,5,2,4.0,3.75,1,2018-07-31,11
1968,IK323315,XXXXX,C01,M,2017-08-01,2018-07-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,2,2.0,2.5,0,2018-07-31,11
1972,GD638385,XXXXX,C02,M,2017-08-01,2018-05-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,3,2,2.5,2.5,0,2018-05-31,9
1973,OA981813,XXXX,C02,F,2017-08-01,2018-05-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,3,3,3.0,3.0,0,2018-05-31,9
1979,GD840219,XXXXX,C01,M,2017-08-01,2018-05-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,2,1,1.5,1.5,0,2018-05-31,9
1982,IK306028,XXXX,C01,M,2017-08-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,6,2,3.0,3.6666666666666665,0,2018-06-30,10
1983,OA103911,XXXX,C01,F,2017-08-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,2,2.0,2.6666666666666665,0,2018-06-30,10
1984,PL881347,XXXXX,C01,F,2017-08-01,2018-09-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,1,2.0,2.1666666666666665,1,2018-09-30,13
1987,PL993952,XXX,C03,M,2017-08-01,2018-06-30 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,5,2,4.0,3.6666666666666665,0,2018-06-30,10
1992,HD472052,XXXXX,C01,F,2017-08-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,5,1,4.0,3.3333333333333335,0,2018-06-30,10
1993,PL111345,XXXXX,C02,F,2017-08-01,2018-10-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,6,1,3.0,3.142857142857143,1,2018-10-31,14
1994,OA516337,XXX,C01,M,2017-08-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,5,3,4.0,4.0,1,2018-06-30,10
1998,HD089565,XX,C02,F,2017-08-01,2018-05-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,5,4,4.5,4.5,1,2018-05-31,9
2001,IK887179,XXX,C01,F,2017-08-01,2018-05-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,1,2.0,2.0,0,2018-05-31,9
2002,HD391766,XXXXX,C02,F,2017-08-01,2018-05-31 00:00:00,CA2,1,1_주간,7500,0_입회비반액할인,4,2,3.0,3.0,0,2018-05-31,9
2003,HD882805,XXX,C03,M,2017-08-01,2018-05-31 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,5,2,3.5,3.5,1,2018-05-31,9
2005,PL594922,XXXXX,C03,F,2017-08-01,2018-05-31 00:00:00,CA2,1,2_야간,6000,0_입회비반액할인,3,1,2.0,2.0,0,2018-05-31,9
2007,GD283718,XXX,C01,F,2017-08-01,2018-05-31 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,3,3,3.0,3.0,0,2018-05-31,9
2011,HD338928,XXXXX,C01,M,2017-08-01,2018-06-30 00:00:00,CA2,1,0_종일,10500,0_입회비반액할인,4,2,3.0,3.0,1,2018-06-30,10
2069,HI631124,XXXXX,C01,F,2017-09-01,2019-03-31 00:00:00,CA1,1,0_종일,10500,2_일반,6,2,4.5,4.25,1,2019-03-31,18
2070,TS651115,XXXXX,C01,F,2017-09-01,2018-07-31 00:00:00,CA1,1,0_종일,10500,2_일반,5,1,2.5,2.75,1,2018-07-31,10
2071,AS671429,XXXXX,C03,M,2017-09-01,2018-07-31 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,4.0,3.25,0,2018-07-31,10
2072,HD472114,XXXX,C02,F,2017-09-01,2018-07-31 00:00:00,CA1,1,1_주간,7500,2_일반,3,2,3.0,2.75,0,2018-07-31,10
2074,TS544093,XX,C01,F,2017-09-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,7
2075,PL928577,XXXXX,C01,M,2017-09-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-04-30,7
2076,TS269350,XX,C01,M,2017-09-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,6,3,4.5,4.5,0,2018-05-31,8
2077,HI477508,XXXXX,C03,F,2017-09-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,4,4.0,4.0,0,2018-04-30,7
2078,AS957024,XXXX,C03,F,2017-09-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,4,4.0,4.0,0,2018-04-30,7
2079,HI100579,XXXXX,C01,M,2017-09-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-04-30,7
2080,TS441989,XXXXX,C03,M,2017-09-01,2018-06-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,2,4.0,3.3333333333333335,0,2018-06-30,9
2081,HD471103,XXXXX,C01,F,2017-09-01,2019-02-28 00:00:00,CA1,1,0_종일,10500,2_일반,7,1,4.0,4.0,1,2019-02-28,17
2082,PL163921,XXXXX,C03,F,2017-09-01,2018-12-31 00:00:00,CA1,1,2_야간,6000,2_일반,6,1,3.0,3.3333333333333335,1,2018-12-31,15
2083,TS989482,XXXXXX,C01,M,2017-09-01,2019-02-28 00:00:00,CA1,1,0_종일,10500,2_일반,8,1,6.0,4.909090909090909,1,2019-02-28,17
2084,HI551380,XXXXX,C02,F,2017-09-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,5,5,5.0,5.0,0,2018-04-30,7
2085,GD640316,XXXXXX,C03,F,2017-09-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,3,1,2.0,2.0,0,2018-05-31,8
2086,HI864224,XXXX,C02,M,2017-09-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,3,2,2.5,2.5,0,2018-05-31,8
2087,IK077620,XXXXX,C01,M,2017-09-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-05-31,8
2088,AS417696,XX,C03,F,2017-09-01,2018-06-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,1.0,2.0,0,2018-06-30,9
2089,HD541285,XXX,C01,M,2017-09-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,6,2,4.0,4.0,1,2018-06-30,9
2090,HD720343,XXXX,C03,F,2017-09-01,2018-06-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,4.0,3.0,0,2018-06-30,9
2091,PL191690,XXX,C01,M,2017-09-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,1,3.0,2.6666666666666665,0,2018-06-30,9
2092,OA804659,XXX,C02,M,2017-09-01,2018-06-30 00:00:00,CA1,1,1_주간,7500,2_일반,4,2,3.0,3.0,0,2018-06-30,9
2093,OA003684,XXXXX,C02,M,2017-09-01,2018-06-30 00:00:00,CA1,1,1_주간,7500,2_일반,5,3,4.0,4.0,0,2018-06-30,9
2094,PL855950,XX,C01,M,2017-09-01,2018-06-30 00:00:00,CA1,1,0_종일,10500,2_일반,5,2,5.0,4.0,1,2018-06-30,9
2095,AS543483,XXXXX,C03,M,2017-09-01,2018-06-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,3.0,2.6666666666666665,0,2018-06-30,9
2096,AS462883,XXXX,C01,M,2017-09-01,2019-01-31 00:00:00,CA1,1,0_종일,10500,2_일반,6,1,4.5,4.0,1,2019-01-31,16
2097,TS042707,XXX,C02,F,2017-09-01,2018-07-31 00:00:00,CA1,1,1_주간,7500,2_일반,4,2,3.0,3.0,0,2018-07-31,10
2098,AS428439,XXXXX,C01,M,2017-09-01,2018-07-31 00:00:00,CA1,1,0_종일,10500,2_일반,5,2,3.5,3.5,1,2018-07-31,10
2099,GD573130,XXXXX,C03,F,2017-09-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,1,1,1.0,1.0,0,2018-05-31,8
2100,AS917021,XXXXX,C01,F,2017-09-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,1,2.0,2.0,0,2018-05-31,8
2101,AS931323,XXXXXX,C03,M,2017-09-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,2,1,1.5,1.5,0,2018-05-31,8
2102,AS480037,XXXX,C02,F,2017-09-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,2,1,1.5,1.5,0,2018-05-31,8
2103,GD964685,XXX,C03,M,2017-09-01,2019-02-28 00:00:00,CA1,1,2_야간,6000,2_일반,8,1,4.0,3.6363636363636362,1,2019-02-28,17
2104,OA030640,XXXXX,C01,M,2017-09-01,2018-08-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,2,2.0,2.2,0,2018-08-31,11
2105,GD382390,XXX,C02,F,2017-09-01,2019-01-31 00:00:00,CA1,1,1_주간,7500,2_일반,7,2,4.0,4.4,1,2019-01-31,16
2106,OA584488,XXX,C01,F,2017-09-01,2019-02-28 00:00:00,CA1,1,0_종일,10500,2_일반,7,2,5.0,4.363636363636363,1,2019-02-28,17
2107,HD124235,XXXXX,C01,M,2017-09-01,2018-11-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,1,2.5,2.5,0,2018-11-30,14
2111,OA795599,XXXX,C03,M,2017-09-01,2019-02-28 00:00:00,CA1,1,2_야간,6000,2_일반,6,1,4.0,3.6363636363636362,1,2019-02-28,17
2113,PL113746,XXXX,C01,M,2017-09-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,8,1,2.5,3.3333333333333335,1,2018-09-30,12
2114,HI506119,XXX,C01,M,2017-09-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,5,2,3.5,3.5,1,2018-09-30,12
2115,PL920204,XXXXX,C01,M,2017-09-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,2,3.0,3.0,0,2018-09-30,12
2116,PL749842,XXXX,C02,F,2017-09-01,2018-09-30 00:00:00,CA1,1,1_주간,7500,2_일반,5,2,3.5,3.5,1,2018-09-30,12
2118,IK011787,XXXX,C02,F,2017-09-01,2018-08-31 00:00:00,CA1,1,1_주간,7500,2_일반,4,1,1.0,1.8,0,2018-08-31,11
2119,IK727029,XXXX,C03,M,2017-09-01,2018-09-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,3.0,2.6666666666666665,0,2018-09-30,12
2120,GD149816,XXXXX,C01,M,2017-09-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,7,1,3.0,3.3333333333333335,0,2018-09-30,12
2121,GD155364,XXXXXX,C03,M,2017-09-01,2018-09-30 00:00:00,CA1,1,2_야간,6000,2_일반,5,3,3.5,3.6666666666666665,0,2018-09-30,12
2122,GD574697,XXXXXX,C01,M,2017-09-01,2018-08-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,1,2.0,2.0,0,2018-08-31,11
2123,TS560274,XXXX,C02,F,2017-09-01,2018-08-31 00:00:00,CA1,1,1_주간,7500,2_일반,3,1,2.0,2.2,0,2018-08-31,11
2124,PL335953,XXXX,C02,F,2017-09-01,2018-08-31 00:00:00,CA1,1,1_주간,7500,2_일반,4,1,3.0,2.6,1,2018-08-31,11
2125,PL987832,XXXX,C03,F,2017-09-01,2018-08-31 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,3.0,2.6,0,2018-08-31,11
