customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,max,min,median,mean,routine_flg,calc_date,membership_period,start_date_month
HD767334,XXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,7,2,5.5,5.083333333333333,1,2019-04-30,30,201610
HI155985,XXXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,6,4,5.0,4.833333333333333,1,2019-04-30,30,201610
TS904692,XXXX,C03,F,2016-10-01,,CA1,0,2_야간,6000,2_일반,8,4,5.5,5.666666666666667,1,2019-04-30,30,201610
IK874433,XXXXXX,C01,M,2016-10-01,,CA1,0,0_종일,10500,2_일반,8,1,4.5,4.333333333333333,1,2019-04-30,30,201610
HD348931,XXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,8,2,6.0,5.666666666666667,1,2019-04-30,30,201610
AS024181,XXXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,8,3,5.0,5.083333333333333,1,2019-04-30,30,201610
OA546013,XXXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,7,3,5.5,5.333333333333333,1,2019-04-30,30,201610
OA386824,XXXXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,8,1,4.5,4.833333333333333,1,2019-04-30,30,201610
AS786819,XXXXX,C01,M,2016-10-01,,CA1,0,0_종일,10500,2_일반,9,3,5.0,5.333333333333333,1,2019-04-30,30,201610
GD620805,XXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,5.25,1,2019-04-30,30,201610
IK468230,XXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,9,3,5.0,5.5,1,2019-04-30,30,201610
HI470508,XXXXXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,8,2,4.5,4.333333333333333,1,2019-04-30,30,201610
PL867163,XXXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,9,2,5.0,5.083333333333333,1,2019-04-30,30,201610
IK058141,XXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,9,4,6.0,5.916666666666667,1,2019-04-30,30,201610
OA152987,XXXXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,9,3,6.0,6.0,1,2019-04-30,30,201610
HI994221,XXXXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,8,2,6.0,5.416666666666667,1,2019-04-30,30,201610
IK693082,XXXX,C03,M,2016-10-01,,CA1,0,2_야간,6000,2_일반,9,2,4.5,4.75,1,2019-04-30,30,201610
OA794542,XXX,C02,M,2016-10-01,,CA1,0,1_주간,7500,2_일반,7,4,5.0,5.083333333333333,1,2019-04-30,30,201610
GD332889,XXXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,8,1,4.0,4.25,1,2019-04-30,30,201610
TS519969,XXX,C03,M,2016-10-01,,CA1,0,2_야간,6000,2_일반,7,2,4.0,4.166666666666667,1,2019-04-30,30,201610
OA998167,XXX,C01,M,2016-10-01,,CA1,0,0_종일,10500,2_일반,8,2,5.5,5.0,1,2019-04-30,30,201610
HD281795,XXXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,8,1,5.5,4.916666666666667,1,2019-04-30,30,201610
AS727718,XXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,9,2,5.0,5.083333333333333,1,2019-04-30,30,201610
TS121904,XX,C01,M,2016-10-01,,CA1,0,0_종일,10500,2_일반,9,4,6.0,6.083333333333333,1,2019-04-30,30,201610
PL876696,XXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,8,1,5.0,5.333333333333333,1,2019-04-30,30,201610
HI896174,XXXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,8,4,5.0,5.5,1,2019-04-30,30,201610
GD438627,XXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,8,2,6.0,5.416666666666667,1,2019-04-30,30,201610
AS988921,XXXXX,C02,M,2016-10-01,,CA1,0,1_주간,7500,2_일반,9,3,5.5,5.666666666666667,1,2019-04-30,30,201610
HD692017,XXXX,C03,F,2016-10-01,,CA1,0,2_야간,6000,2_일반,7,2,4.5,4.083333333333333,1,2019-04-30,30,201610
HD458438,XXXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,7,1,4.0,4.083333333333333,1,2019-04-30,30,201610
HI483820,XXXX,C01,F,2016-10-01,,CA1,0,0_종일,10500,2_일반,9,4,6.0,6.0,1,2019-04-30,30,201610
TS791664,XXXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,8,2,5.0,5.166666666666667,1,2019-04-30,30,201610
OA082783,XXXXXX,C02,F,2016-10-01,,CA1,0,1_주간,7500,2_일반,8,3,6.0,5.583333333333333,1,2019-04-30,30,201610
OA500718,XXXXX,C01,M,2016-10-01,,CA1,0,0_종일,10500,2_일반,8,1,5.5,5.083333333333333,1,2019-04-30,30,201610
AS700549,XXXX,C01,F,2016-10-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,1,1,1.0,1.0,0,2018-04-30,18,201610
TS068618,XXX,C01,M,2016-10-01,,CA1,0,0_종일,10500,2_일반,9,3,5.0,5.25,1,2019-04-30,30,201610
PL746909,XXXXXX,C03,M,2016-11-01,,CA1,0,2_야간,6000,2_일반,8,2,4.5,4.583333333333333,1,2019-04-30,29,201611
GD029159,XXXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,3,4.5,4.833333333333333,1,2019-04-30,29,201611
TS028665,XXXX,C03,F,2016-11-01,,CA1,0,2_야간,6000,2_일반,8,3,4.5,4.666666666666667,1,2019-04-30,29,201611
AS466656,XXXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,3,4.5,4.666666666666667,1,2019-04-30,29,201611
HD436260,XXXX,C02,M,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,1,5.0,4.666666666666667,1,2019-04-30,29,201611
AS002855,XXXX,C03,F,2016-11-01,,CA1,0,2_야간,6000,2_일반,7,2,5.0,4.5,1,2019-04-30,29,201611
AS515861,XXXXX,C03,M,2016-11-01,2018-08-31 00:00:00,CA1,1,2_야간,6000,2_일반,6,2,2.0,3.0,1,2018-08-31,21,201611
IK980980,XXXXX,C03,M,2016-11-01,,CA1,0,2_야간,6000,2_일반,8,1,4.5,4.833333333333333,1,2019-04-30,29,201611
OA362502,XXXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,2,5.5,4.833333333333333,1,2019-04-30,29,201611
OA038299,XXXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,2,5.0,4.916666666666667,1,2019-04-30,29,201611
OA467198,XX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,3,6.0,5.75,1,2019-04-30,29,201611
TS365803,XXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,2,6.0,5.833333333333333,1,2019-04-30,29,201611
GD843695,XXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,3,6.0,5.583333333333333,1,2019-04-30,29,201611
TS397712,XXXX,C02,F,2016-11-01,2018-09-30 00:00:00,CA1,1,1_주간,7500,2_일반,5,2,2.5,3.0,1,2018-09-30,22,201611
HI405733,XXXXX,C02,M,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,1,4.5,4.583333333333333,1,2019-04-30,29,201611
OA396508,XXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,3,4.5,4.916666666666667,1,2019-04-30,29,201611
HD620437,XXXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,2,6.0,5.833333333333333,1,2019-04-30,29,201611
GD648354,XXXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,2,5.0,5.083333333333333,1,2019-04-30,29,201611
OA912932,XXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,3,5.5,5.5,1,2019-04-30,29,201611
IK972922,XXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,2,5.5,5.25,1,2019-04-30,29,201611
HD845983,XXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,10,3,4.5,5.166666666666667,1,2019-04-30,29,201611
HD959899,XX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,7,4,5.5,5.5,1,2019-04-30,29,201611
GD574013,XX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,7,3,6.0,5.583333333333333,1,2019-04-30,29,201611
HD982934,XX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,5.166666666666667,1,2019-04-30,29,201611
HD509061,XXXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,2,4.5,5.0,1,2019-04-30,29,201611
HD875558,XXXXX,C03,F,2016-11-01,,CA1,0,2_야간,6000,2_일반,7,4,6.0,5.916666666666667,1,2019-04-30,29,201611
TS257517,XXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,2,6.0,5.666666666666667,1,2019-04-30,29,201611
OA179234,XXXXX,C01,M,2016-11-01,2018-07-31 00:00:00,CA1,1,0_종일,10500,2_일반,3,1,2.0,2.0,0,2018-07-31,20,201611
HI999153,XXXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,3,5.0,5.0,1,2019-04-30,29,201611
TS344152,XX,C03,F,2016-11-01,,CA1,0,2_야간,6000,2_일반,8,3,6.0,5.583333333333333,1,2019-04-30,29,201611
PL617565,XXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.0,1,2019-04-30,29,201611
OA225531,XXXXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,1,5.0,5.083333333333333,1,2019-04-30,29,201611
PL902347,XXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,3,5.5,5.583333333333333,1,2019-04-30,29,201611
PL527945,XXXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,3,4.0,5.166666666666667,1,2019-04-30,29,201611
IK046372,XX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,4.75,1,2019-04-30,29,201611
OA334079,XXXXXX,C02,F,2016-11-01,2018-04-30 00:00:00,CA1,1,1_주간,7500,2_일반,2,2,2.0,2.0,0,2018-04-30,17,201611
PL128063,XXXX,C01,M,2016-11-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,2,2,2.0,2.0,0,2018-04-30,17,201611
OA116423,XXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,10,3,6.0,5.75,1,2019-04-30,29,201611
TS935837,XXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,2,6.0,5.833333333333333,1,2019-04-30,29,201611
PL650353,XXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,4.75,1,2019-04-30,29,201611
PL570199,XX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,5.0,1,2019-04-30,29,201611
TS957381,XX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,3,5.0,5.0,1,2019-04-30,29,201611
IK672859,XXXXX,C01,M,2016-11-01,2018-05-31 00:00:00,CA1,1,0_종일,10500,2_일반,4,1,2.5,2.5,0,2018-05-31,18,201611
IK743897,XXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,2,5.5,5.333333333333333,1,2019-04-30,29,201611
TS361500,XXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,3,5.5,5.5,1,2019-04-30,29,201611
HD703830,XXXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,3,6.0,5.666666666666667,1,2019-04-30,29,201611
OA832624,XXXXX,C03,M,2016-11-01,,CA1,0,2_야간,6000,2_일반,9,4,5.0,5.583333333333333,1,2019-04-30,29,201611
TS003673,XXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,9,2,4.0,4.583333333333333,1,2019-04-30,29,201611
PL901751,XXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,5.25,1,2019-04-30,29,201611
OA124956,XXXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,5.333333333333333,1,2019-04-30,29,201611
PL294980,XXXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,4,5.5,5.666666666666667,1,2019-04-30,29,201611
IK460685,XXXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,4,6.0,6.0,1,2019-04-30,29,201611
AS518169,XXXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,9,3,5.0,5.5,1,2019-04-30,29,201611
HD109539,XXXX,C03,M,2016-11-01,,CA1,0,2_야간,6000,2_일반,10,3,5.5,5.75,1,2019-04-30,29,201611
IK905330,XXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,7,4,5.0,5.0,1,2019-04-30,29,201611
IK242206,XXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,3,5.5,5.5,1,2019-04-30,29,201611
OA402979,XXX,C03,F,2016-11-01,,CA1,0,2_야간,6000,2_일반,8,3,6.0,5.75,1,2019-04-30,29,201611
AS868530,XXXXX,C01,M,2016-11-01,,CA1,0,0_종일,10500,2_일반,7,2,4.5,4.583333333333333,1,2019-04-30,29,201611
TS392587,XXXX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,4,5.5,5.75,1,2019-04-30,29,201611
OA032400,XX,C03,M,2016-11-01,,CA1,0,2_야간,6000,2_일반,8,3,5.0,5.25,1,2019-04-30,29,201611
TS002058,XXXXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,7,1,5.5,4.75,1,2019-04-30,29,201611
AS462973,XXXXX,C01,F,2016-11-01,,CA1,0,0_종일,10500,2_일반,8,2,5.5,5.083333333333333,1,2019-04-30,29,201611
HD044222,XXXX,C03,M,2016-11-01,,CA1,0,2_야간,6000,2_일반,8,3,4.0,4.583333333333333,1,2019-04-30,29,201611
TS105753,XX,C02,F,2016-11-01,,CA1,0,1_주간,7500,2_일반,8,3,5.0,5.5,1,2019-04-30,29,201611
HD624279,XXXXX,C03,M,2016-11-01,,CA1,0,2_야간,6000,2_일반,7,3,5.5,5.416666666666667,1,2019-04-30,29,201611
HI777712,XXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,9,3,6.0,5.666666666666667,1,2019-04-30,28,201612
GD516585,XXXXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,8,5,6.0,5.916666666666667,1,2019-04-30,28,201612
GD459648,XXXXX,C02,M,2016-12-01,,CA1,0,1_주간,7500,2_일반,9,3,6.0,5.916666666666667,1,2019-04-30,28,201612
OA379819,XX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,9,2,4.0,5.083333333333333,1,2019-04-30,28,201612
AS383234,XXXXXX,C02,M,2016-12-01,2018-05-31 00:00:00,CA1,1,1_주간,7500,2_일반,4,2,3.0,3.0,0,2018-05-31,17,201612
PL217190,XXXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,8,2,5.0,4.916666666666667,1,2019-04-30,28,201612
AS582607,XXXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,2,5.0,5.166666666666667,1,2019-04-30,28,201612
OA283367,XXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,2,5.0,5.166666666666667,1,2019-04-30,28,201612
HI505696,XXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,7,1,5.0,5.0,1,2019-04-30,28,201612
HI779743,XXXXXX,C02,M,2016-12-01,2018-08-31 00:00:00,CA1,1,1_주간,7500,2_일반,3,1,2.0,2.0,0,2018-08-31,20,201612
OA187758,XXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,9,2,4.0,4.583333333333333,1,2019-04-30,28,201612
IK158306,XXXXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,4,5.5,5.416666666666667,1,2019-04-30,28,201612
HD984838,XXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,6,2,5.0,4.5,1,2019-04-30,28,201612
HI161247,XXXXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,1,5.0,4.75,1,2019-04-30,28,201612
IK323455,XXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,7,2,4.0,4.166666666666667,1,2019-04-30,28,201612
TS348223,XXX,C03,F,2016-12-01,2018-05-31 00:00:00,CA1,1,2_야간,6000,2_일반,3,2,2.5,2.5,0,2018-05-31,17,201612
AS795406,XXXXX,C03,F,2016-12-01,,CA1,0,2_야간,6000,2_일반,8,3,5.5,5.333333333333333,1,2019-04-30,28,201612
IK452806,XXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,8,4,6.0,5.833333333333333,1,2019-04-30,28,201612
AS108507,XX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,9,4,6.0,6.333333333333333,1,2019-04-30,28,201612
GD721751,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,3,6.0,5.75,1,2019-04-30,28,201612
AS942939,XXXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,8,4,5.0,5.666666666666667,1,2019-04-30,28,201612
HD186795,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,3,5.5,5.833333333333333,1,2019-04-30,28,201612
HD244526,XXXXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,8,3,6.0,6.083333333333333,1,2019-04-30,28,201612
HD069512,XXXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,7,1,5.0,4.833333333333333,1,2019-04-30,28,201612
GD306378,XXXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,8,3,5.0,5.25,1,2019-04-30,28,201612
TS322238,XX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,9,3,5.0,5.583333333333333,1,2019-04-30,28,201612
IK077913,XXXX,C03,F,2016-12-01,,CA1,0,2_야간,6000,2_일반,10,2,5.5,5.583333333333333,1,2019-04-30,28,201612
AS870817,XXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,2,5.0,5.083333333333333,1,2019-04-30,28,201612
AS467683,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,2,6.0,5.25,1,2019-04-30,28,201612
IK518694,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.166666666666667,1,2019-04-30,28,201612
HI106422,XXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,10,2,4.5,5.166666666666667,1,2019-04-30,28,201612
HI886359,XXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,9,2,5.0,4.666666666666667,1,2019-04-30,28,201612
PL759158,XX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,8,2,5.0,5.083333333333333,1,2019-04-30,28,201612
TS408289,XX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,2,5.0,5.083333333333333,1,2019-04-30,28,201612
OA607825,XXXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,7,4,5.0,5.333333333333333,1,2019-04-30,28,201612
TS290936,XXXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,9,2,5.0,5.25,1,2019-04-30,28,201612
GD933293,XXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,1,4.5,4.333333333333333,1,2019-04-30,28,201612
GD106268,XXXXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,6,2,5.0,4.75,1,2019-04-30,28,201612
IK023975,XXXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,10,2,5.5,5.916666666666667,1,2019-04-30,28,201612
HI151205,XXXXXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,2,4.5,4.666666666666667,1,2019-04-30,28,201612
IK027801,XXXXX,C03,F,2016-12-01,,CA1,0,2_야간,6000,2_일반,8,3,5.0,5.416666666666667,1,2019-04-30,28,201612
PL863680,XXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,3,5.5,5.5,1,2019-04-30,28,201612
AS931712,XXXX,C03,M,2016-12-01,2018-09-30 00:00:00,CA1,1,2_야간,6000,2_일반,4,1,2.5,2.5,1,2018-09-30,21,201612
PL049709,XXXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,9,1,5.5,5.25,1,2019-04-30,28,201612
HI275161,XXXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,3,5.0,5.083333333333333,1,2019-04-30,28,201612
AS031206,XXXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,7,4,5.0,5.25,1,2019-04-30,28,201612
GD484864,XXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,4,5.0,5.5,1,2019-04-30,28,201612
OA702752,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,4,5.5,5.583333333333333,1,2019-04-30,28,201612
GD411680,XXXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,9,4,6.0,6.0,1,2019-04-30,28,201612
PL783702,XXXXX,C03,F,2016-12-01,,CA1,0,2_야간,6000,2_일반,6,2,4.5,4.166666666666667,1,2019-04-30,28,201612
AS311628,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,6,3,5.0,4.666666666666667,1,2019-04-30,28,201612
OA176831,XXXX,C01,M,2016-12-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,6,3,4.0,4.0,1,2018-09-30,21,201612
HI735866,XXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,8,4,5.0,5.166666666666667,1,2019-04-30,28,201612
IK850378,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,3,6.0,5.333333333333333,1,2019-04-30,28,201612
HD666225,XXXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,9,2,5.5,5.5,1,2019-04-30,28,201612
AS282618,XXXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,3,5.5,5.5,1,2019-04-30,28,201612
AS812685,XXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,8,3,5.0,5.25,1,2019-04-30,28,201612
OA061841,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,10,2,5.0,5.083333333333333,1,2019-04-30,28,201612
TS925357,XXXXX,C03,M,2016-12-01,2018-04-30 00:00:00,CA1,1,2_야간,6000,2_일반,2,2,2.0,2.0,0,2018-04-30,16,201612
GD705390,XXXXX,C01,M,2016-12-01,2018-09-30 00:00:00,CA1,1,0_종일,10500,2_일반,4,2,3.0,2.8333333333333335,1,2018-09-30,21,201612
HD155154,XXXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,5,6.0,5.833333333333333,1,2019-04-30,28,201612
HD867363,XXXXXX,C03,F,2016-12-01,,CA1,0,2_야간,6000,2_일반,9,3,6.0,6.0,1,2019-04-30,28,201612
GD868389,XXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,9,1,6.0,5.583333333333333,1,2019-04-30,28,201612
GD230002,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,2,6.0,5.583333333333333,1,2019-04-30,28,201612
IK276561,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,8,3,5.0,5.416666666666667,1,2019-04-30,28,201612
AS394423,XX,C02,M,2016-12-01,,CA1,0,1_주간,7500,2_일반,8,4,6.0,6.083333333333333,1,2019-04-30,28,201612
IK686461,XXXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,7,3,6.0,5.583333333333333,1,2019-04-30,28,201612
IK052835,XXXX,C02,F,2016-12-01,2018-09-30 00:00:00,CA1,1,1_주간,7500,2_일반,6,2,3.5,3.5,1,2018-09-30,21,201612
TS695571,XXXXX,C01,F,2016-12-01,,CA1,0,0_종일,10500,2_일반,9,4,5.5,5.75,1,2019-04-30,28,201612
OA383490,XXXXX,C02,F,2016-12-01,,CA1,0,1_주간,7500,2_일반,9,2,5.0,5.166666666666667,1,2019-04-30,28,201612
PL784859,XXXXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,8,2,3.5,4.166666666666667,1,2019-04-30,28,201612
TS396028,XXXXX,C02,M,2016-12-01,,CA1,0,1_주간,7500,2_일반,8,2,5.5,5.416666666666667,1,2019-04-30,28,201612
HI529562,XXXXX,C03,M,2016-12-01,2018-11-30 00:00:00,CA1,1,2_야간,6000,2_일반,6,1,2.5,2.875,1,2018-11-30,23,201612
PL666665,XXX,C01,M,2016-12-01,,CA1,0,0_종일,10500,2_일반,9,3,5.0,5.416666666666667,1,2019-04-30,28,201612
GD413362,XXXXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,7,2,6.0,5.0,1,2019-04-30,28,201612
GD298325,XXX,C03,M,2016-12-01,,CA1,0,2_야간,6000,2_일반,8,4,5.0,5.25,1,2019-04-30,28,201612
TS975153,XXXXX,C02,F,2017-01-01,,CA1,0,1_주간,7500,2_일반,8,3,5.5,5.583333333333333,1,2019-04-30,27,201701
HI056567,XXXXX,C03,M,2017-01-01,,CA1,0,2_야간,6000,2_일반,8,1,5.0,4.75,1,2019-04-30,27,201701
TS749639,XXXXX,C01,M,2017-01-01,,CA1,0,0_종일,10500,2_일반,8,4,5.5,5.833333333333333,1,2019-04-30,27,201701
PL259109,XXXXX,C02,F,2017-01-01,,CA1,0,1_주간,7500,2_일반,9,1,5.5,5.0,1,2019-04-30,27,201701
HD165212,XXXX,C03,M,2017-01-01,,CA1,0,2_야간,6000,2_일반,9,2,5.5,5.25,1,2019-04-30,27,201701
HD139654,XXXX,C01,M,2017-01-01,,CA1,0,0_종일,10500,2_일반,10,3,5.0,5.416666666666667,1,2019-04-30,27,201701
HI795669,XXX,C01,F,2017-01-01,,CA1,0,0_종일,10500,2_일반,9,4,5.5,6.083333333333333,1,2019-04-30,27,201701
HI113055,XXXX,C01,F,2017-01-01,,CA1,0,0_종일,10500,2_일반,8,3,4.5,4.916666666666667,1,2019-04-30,27,201701
GD719151,XXXXX,C02,F,2017-01-01,,CA1,0,1_주간,7500,2_일반,8,1,5.5,5.083333333333333,1,2019-04-30,27,201701
OA471356,XXXX,C02,F,2017-01-01,,CA1,0,1_주간,7500,2_일반,8,2,5.0,5.0,1,2019-04-30,27,201701
GD325128,XXXXX,C01,M,2017-01-01,2018-04-30 00:00:00,CA1,1,0_종일,10500,2_일반,3,3,3.0,3.0,0,2018-04-30,15,201701
GD316957,XXXX,C02,M,2017-01-01,,CA1,0,1_주간,7500,2_일반,9,3,5.5,5.916666666666667,1,2019-04-30,27,201701
IK998240,XXXXX,C01,F,2017-01-01,,CA1,0,0_종일,10500,2_일반,8,5,6.0,6.0,1,2019-04-30,27,201701
PL331522,XXX,C01,M,2017-01-01,,CA1,0,0_종일,10500,2_일반,9,2,5.0,5.333333333333333,1,2019-04-30,27,201701
HD188491,XXXX,C03,M,2017-01-01,,CA1,0,2_야간,6000,2_일반,7,3,5.0,5.333333333333333,1,2019-04-30,27,201701
IK967528,XXXX,C03,M,2017-01-01,,CA1,0,2_야간,6000,2_일반,7,2,5.5,5.416666666666667,1,2019-04-30,27,201701
HI297129,XXX,C03,M,2017-01-01,,CA1,0,2_야간,6000,2_일반,8,4,5.0,5.5,1,2019-04-30,27,201701
